% BCM GPIO found OK
% Starting
Started 2026-02-03 18:00:12.501377
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master False
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master False
% I am now accepted as master of robot Robobot
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'rc 0.1 0.5' len(param)=10, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'servo 1 -800 1000' len(param)=17, not master False, master True
% State change from 12 to 14
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'servo 1 0 1000' len(param)=14, not master False, master True
% State change from 14 to 20
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% SCam:: could not open
% Failed to get image.
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% Failed to get image.
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% Failed to get image.
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% Failed to get image.
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:04.119539' len(param)=32, not master False, master True
% At 2026-02-04 12:43:04.119539: sending: 'robobot/cmd/T0' w% BCM GPIO found OK
% Starting
Started 2026-02-04 12:43:34.903417
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master False
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'log 1' len(param)=5, not master False, master False
% GPIO setup start
% GPIO setup finished
% Connected to MQTT Broker localhost on 1883
% ConnectedOut to MQTT Broker localhost on 1883
% Robot (srobot.py) data stream OK; 1 loops.
% IR sensor (sir.py):: got data stream; 0 loops.
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'enc0' len(param)=4, not master False, master False
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'confw 0.074 0.074 19 92 0.23' len(param)=28, not master False, master False
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'confi' len(param)=5, not master False, master False
% Pose:: configured, and got data stream; 1 loops.
% IMU (simu.py):: got data stream; 0 loops.
% Teensy info 1770205415.0965 # got confw: r1=0.074, r2=0.074, G=19, PPR=92, WB=0.23
% SPose.py:: Robot config info 1 at 0:00:00.190683
%    - Wheel radius (left,right): (0.074, 0.074 m
%    - Encoder tick per rev: 92.0
%    - Gearing: 19.0:1
%    - Wheel base: 0.23 m
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master False
% I am now accepted as master of robot unknown
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master True
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master True
% failed to publish robobot/cmd/ti with alive 2026-02-04 12:43:34.903417
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master True
% failed to publish robobot/cmd/ti with alive 2026-02-04 12:43:34.903417
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master True
% failed to publish robobot/cmd/ti with alive 2026-02-04 12:43:34.903417
% SCam:: Camera failed to open
% Edge (sedge.py):: turns on line sensor
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'lip 1' len(param)=5, not master False, master True
% failed to publish robobot/cmd/T0 with lip 1
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'sub livn 10' len(param)=11, not master False, master True
% failed to publish robobot/cmd/T0 with sub livn 10
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with liwi
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'alive 2026-02-04 12:43:34.903417' len(param)=32, not master False, master True
% failed to publish robobot/cmd/ti with alive 2026-02-04 12:43:34.903417
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with liwi
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with liwi
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with liwi
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with liwi
% Lost contact to MQTT server - terminating
% (uservice.py) Setup finished with connected=True
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'leds 16 30 30 0' len(param)=15, not master False, master True
% failed to publish robobot/cmd/T0 with leds 16 30 30 0
% Lost contact to MQTT server - terminating
% Starting at state 0
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'leds 16 0 0 0' len(param)=13, not master False, master True
% failed to publish robobot/cmd/T0 with leds 16 0 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% failed to publish robobot/cmd/ti with rc 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'servo 1 0 0' len(param)=11, not master False, master True
% failed to publish robobot/cmd/T0 with servo 1 0 0
% Lost contact to MQTT server - terminating
% Service - thread stopped
% Service - thread stopped
% shutting down
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% failed to publish robobot/cmd/ti with rc 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'stop' len(param)=4, not master False, master True
% failed to publish robobot/cmd/T0 with stop
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'leds 14 0 0 0' len(param)=13, not master False, master True
% failed to publish robobot/cmd/T0 with leds 14 0 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'leds 15 0 0 0' len(param)=13, not master False, master True
% failed to publish robobot/cmd/T0 with leds 15 0 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'leds 16 0 0 0' len(param)=13, not master False, master True
% failed to publish robobot/cmd/T0 with leds 16 0 0 0
% Lost contact to MQTT server - terminating
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/ti' with 'log 0' len(param)=5, not master False, master True
% failed to publish robobot/cmd/ti with log 0
% Lost contact to MQTT server - terminating
% Pose terminated
% Robot terminated
% Pose terminated
% IR terminated
% Edge (sedge.py):: turn off line sensor
% At 2026-02-04 12:43:34.903417: sending: 'robobot/cmd/T0' with 'lip 0' len(param)=5, not master False, master True
% failed to publish robobot/cmd/T0 with lip 0
% Lost contact to MQTT server - terminating
% Edge (sedge.py):: terminated
% join cam failed
% Camera terminated
% GPIO terminated
% logfile closed
Ended at 2026-02-04 13:01:27.737124
% Main Terminated
% BCM GPIO found OK
% Starting
Started 2026-02-06 15:28:02.188911
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'log 1' len(param)=5, not master False, master False
% GPIO setup start
% GPIO setup finished
% ConnectedOut to MQTT Broker localhost on 1883
% Connected to MQTT Broker localhost on 1883
% Robot (srobot.py) data stream OK; 1 loops.
% IR sensor (sir.py):: got data stream; 0 loops.
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'enc0' len(param)=4, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'confw 0.074 0.074 19 92 0.23' len(param)=28, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'confi' len(param)=5, not master False, master False
% Teensy info 1770388082.3341 # got confw: r1=0.074, r2=0.074, G=19, PPR=92, WB=0.23
% SPose.py:: Robot config info 1 at 0:00:00.145389
%    - Wheel radius (left,right): (0.074, 0.074 m
%    - Encoder tick per rev: 92.0
%    - Gearing: 19.0:1
%    - Wheel base: 0.23 m
% Pose:: configured, and got data stream; 1 loops.
% IMU (simu.py):: got data stream; 0 loops.
% Edge (sedge.py):: turns on line sensor
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'lip 1' len(param)=5, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'sub livn 10' len(param)=11, not master False, master False
% Camera available: size (616x820, 3 channels)
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'liwi' len(param)=4, not master False, master False
% Edge (sedge.py):: got data stream; after 1 loops
% (uservice.py) Setup finished with connected=True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 30 30 0' len(param)=15, not master False, master False
% Starting at state 0
% Starting
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 0 30' len(param)=14, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'rc 0.25 0.0' len(param)=11, not master False, master False
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'servo 1 100 300' len(param)=15, not master False, master False
% State change from -1 to 12
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master False
% I am now accepted as master of robot unknown
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'rc 0.1 0.5' len(param)=10, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'servo 1 -800 1000' len(param)=17, not master False, master True
% State change from 12 to 14
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'servo 1 0 1000' len(param)=14, not master False, master True
% State change from 14 to 20
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
% Saved image image_2026_Feb_06_152809_004.jpg
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 64 0' len(param)=14, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'alive 2026-02-06 15:28:02.188911' len(param)=32, not master False, master True
 Edge::paint: posLeft 0.0, right 0.0
# imageAnalysis:: image not saved
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 30 30' len(param)=15, not master False, master True
% State change from 20 to 99
% Mission finished/aborted; state=99
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 0 0' len(param)=13, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'servo 1 0 0' len(param)=11, not master False, master True
% shutting down
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'rc 0 0' len(param)=6, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'stop' len(param)=4, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 14 0 0 0' len(param)=13, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 15 0 0 0' len(param)=13, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'leds 16 0 0 0' len(param)=13, not master False, master True
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/ti' with 'log 0' len(param)=5, not master False, master True
% Service - thread stopped
% Teensy info 1770388092.5696 # stopping
% Service - thread stopped
% Pose terminated
% Robot terminated
% Pose terminated
% IR terminated
% Edge (sedge.py):: turn off line sensor
% At 2026-02-06 15:28:02.188911: sending: 'robobot/cmd/T0' with 'lip 0' len(param)=5, not master False, master True
% Edge (sedge.py):: terminated
% Camera thread stopped
% Camera terminated
% GPIO terminated
% logfile closed
Ended at 2026-02-06 15:28:12.915924
% Main Terminated
% No GPIO (not on a Pi?) - continue without GPIO support
% mqtt-client is already running - terminating
%   if it is partially crashed in the background, then try:
%     pkill mqtt-client
%   or, if that fails use the most brutal kill
%     pkill -9 mqtt-client
